,Name,p-value,Corr,Column-Id,Keywords,Signed corr value
3630,FC_Surprise_T2_100_4_q_500_min,1.272643517558543e-18,0.273549627990632,2319,"['information,symbolic']",-0.273549627990632
3631,NL_TSTL_dimensions_50_ac_fnnmar_scr_co_m2_logrrange,4.0411120620031756e-18,0.2733682079190578,5298,"['nonlinear,tstool,scaling,dimension']",-0.2733682079190578
3632,FC_Surprise_T1_20_tau_m2quad_500_max,1.5554769207177565e-18,0.2728767036457916,2486,"['information,symbolic']",-0.2728767036457916
3633,SY_SlidingWindow_mom3_s10_1,1.595540242279557e-18,0.27279129851991585,654,['stationarity'],-0.27279129851991585
3634,CO_Embed2_tau_areas_all,1.6250671444807854e-18,0.27272969727521007,1936,"['correlation,embedding']",-0.27272969727521007
3635,SD_TSTL_surrogates_1_100_3_tc3_iqrsfrommedian,1.7091540448810056e-18,0.2725601338308555,5700,"['nonlinear,tstool,correlation,surrogate']",-0.2725601338308555
3636,PH_ForcePotential_sine_1_1_1_tau,1.714002085598608e-18,0.2725506100809903,1661,['dynamicalSystem'],0.2725506100809903
3637,FC_Surprise_dist_100_5_udq_500_max,1.7253353507965066e-18,0.2725284496282096,2368,"['information,symbolic']",0.2725284496282096
3638,WL_cwt_db3_32_max_ssc,1.87756910771436e-18,0.2722439438774076,6475,"['wavelet,cwt']",-0.2722439438774076
3639,PP_Compare_resample_1_2_swss5_2,2.100794196973006e-18,0.2721280359403235,6263,"['preprocessing,raw,stationarity']",-0.2721280359403235
3640,MF_hmm_CompareNStates_06_24_LLtestdiff2,2.2047005812188316e-18,0.2719650487564783,7628,"['hmm,model']",0.2719650487564783
3641,DN_OutlierInclude_n_001_stdrflrmse,2.0576651039756263e-18,0.2719353780144087,3308,"['distribution,outliers']",0.2719353780144087
3642,SB_TransitionpAlphabet_20_ac_maxdiagfexp_rmse,2.196644779138708e-18,0.2717149500178475,1486,"['symbolic,transitionmat']",0.2717149500178475
3643,SY_LocalGlobal_kurtosis_unicg50,2.3626258925790476e-18,0.27146904472667327,838,['stationarity'],-0.27146904472667327
3644,FC_LocalSimple_mean2_gofr2,2.4172062136383977e-18,0.271391892614086,3002,['forecasting'],-0.271391892614086
3645,SY_VarRatioTest_2_1_pValue,2.4754532918580237e-18,0.2713114292638365,7553,"['vratiotest,pvalue']",-0.2713114292638365
3646,PP_Compare_medianf4_swss5_1,2.7410872283086417e-18,0.271228470717623,6076,"['preprocessing,raw,stationarity']",-0.271228470717623
3647,SY_LocalGlobal_std_l50,2.562587450978006e-18,0.27119447997481727,773,['stationarity'],-0.27119447997481727
3648,MF_StateSpace_n4sid_1_05_1_k_1,2.623032381277202e-18,0.27111563318236764,7122,['model'],0.27111563318236764
3649,MF_steps_ahead_ar_2_6_meandiffrms,2.675596910689669e-18,0.27104850867479974,6899,"['model,prediction']",0.27104850867479974
3650,FC_Surprise_T1_50_3_udq_500_uq,2.773642326078815e-18,0.27092670864729634,2388,"['information,symbolic']",-0.27092670864729634
